,language,language_code,sentence_id,n,vertex,degree_cent,closeness_cent,betweenness_cent,pagerank_cent,eigenvector_cent,katz_cent,is_root,degree_rank,closeness_rank,betweenness_rank,pagerank_rank,eigenvector_rank,katz_rank
2345,Spanish,17,216,12,4,0.2727272727272727,5.866666666666666,0.5636363636363636,0.1283838789653436,0.4133555178174853,0.3205020324160652,0,1.0,2.0,2.0,3.0,2.0,2.0
2346,Spanish,17,216,12,3,0.0909090909090909,4.066666666666666,0.0,0.0488757700495486,0.1885659805771574,0.2646594532098554,0,7.0,8.0,7.0,11.0,8.0,8.0
2347,Spanish,17,216,12,9,0.2727272727272727,5.4,0.3454545454545454,0.1352913099287807,0.3230029193262337,0.3175319174827513,0,1.0,5.0,5.0,1.0,5.0,5.0
2348,Spanish,17,216,12,8,0.0909090909090909,3.792857142857143,0.0,0.0508320264965877,0.1473490221105233,0.2643624497648054,0,7.0,10.0,7.0,8.0,10.0,10.0
2349,Spanish,17,216,12,11,0.0909090909090909,3.792857142857143,0.0,0.0508320264965877,0.1473490221105233,0.2643624497648054,0,7.0,10.0,7.0,8.0,10.0,10.0
2350,Spanish,17,217,18,8,0.1764705882352941,6.826190476190477,0.2279411764705882,0.0890392611749614,0.1922419471527388,0.2563846584947159,0,3.0,6.0,6.0,3.0,9.0,9.0
2351,Spanish,17,217,18,13,0.0588235294117647,4.927380952380954,0.0,0.0335615973513259,0.0770760525410453,0.2130984972908597,0,10.0,15.0,10.0,12.0,14.0,14.0
2352,Spanish,17,217,18,17,0.0588235294117647,4.927380952380954,0.0,0.0335615973513259,0.0770760525410453,0.2130984972908597,0,10.0,15.0,10.0,12.0,14.0,14.0
2353,Spanish,17,217,18,18,0.1764705882352941,7.816666666666666,0.4044117647058823,0.0834798647001317,0.3253367113740613,0.2630494694853056,1,3.0,3.0,3.0,5.0,3.0,3.0
2354,Spanish,17,217,18,3,0.0588235294117647,5.492857142857145,0.0,0.0319854954567741,0.130437053176249,0.2137649690506594,0,10.0,12.0,10.0,15.0,11.0,11.0
2355,Spanish,17,217,18,9,0.2352941176470588,8.866666666666665,0.5955882352941176,0.1069631721029523,0.4887790081382439,0.2857451176910426,0,1.0,2.0,2.0,1.0,2.0,2.0
2356,Spanish,17,217,18,5,0.0588235294117647,5.983333333333333,0.0,0.0310634623099523,0.1959644737941462,0.2160345257054736,0,10.0,10.0,10.0,16.0,7.0,7.0
2357,Spanish,17,217,18,15,0.0588235294117647,5.983333333333333,0.0,0.0310634623099523,0.1959644737941462,0.2160345257054736,0,10.0,10.0,10.0,16.0,7.0,7.0
2358,Spanish,17,217,18,4,0.2352941176470588,9.083333333333334,0.7058823529411764,0.1043347890436566,0.5018585655209511,0.2877329939424939,0,1.0,1.0,1.0,2.0,1.0,1.0
2359,Spanish,17,217,18,12,0.0588235294117647,6.1,0.0,0.0305040347166957,0.201207145335237,0.2162333108467732,0,10.0,9.0,10.0,18.0,6.0,6.0
2360,Spanish,17,217,18,7,0.1764705882352941,7.683333333333334,0.3235294117647059,0.0838431326872794,0.3106299799496826,0.2610556703775656,0,3.0,4.0,4.0,4.0,4.0,4.0
2361,Spanish,17,217,18,14,0.0588235294117647,5.433333333333334,0.0,0.0320893232448782,0.1245384578818879,0.2135655913294187,0,10.0,13.0,10.0,14.0,13.0,13.0
2362,Spanish,17,217,18,6,0.1176470588235294,6.1000000000000005,0.1176470588235294,0.0613271554499597,0.1483902377517348,0.2346581728612572,0,6.0,8.0,8.0,7.0,10.0,10.0
2363,Spanish,17,217,18,2,0.0588235294117647,4.6452380952380965,0.0,0.0343969414501718,0.0594927162527079,0.2109258508608092,0,10.0,17.0,10.0,11.0,17.0,17.0
2364,Spanish,17,217,18,11,0.1176470588235294,7.15,0.3088235294117647,0.0554965440958755,0.25113769338708,0.2396961547616752,0,6.0,5.0,5.0,9.0,5.0,5.0
2365,Spanish,17,217,18,16,0.1176470588235294,6.183333333333334,0.2205882352941176,0.0588069167545049,0.124539153135083,0.2346285172823659,0,6.0,7.0,7.0,8.0,12.0,12.0
2366,Spanish,17,217,18,1,0.1176470588235294,5.369047619047619,0.1176470588235294,0.0632627994499304,0.059493411505903,0.2319887768137563,0,6.0,14.0,8.0,6.0,16.0,16.0
2367,Spanish,17,217,18,10,0.0588235294117647,4.195238095238095,0.0,0.0352204503496711,0.0238522095599523,0.2106589167767573,0,10.0,18.0,10.0,10.0,18.0,18.0
2368,Spanish,17,220,30,20,0.1034482758620689,10.319047619047614,0.4433497536945813,0.0465024931896826,0.1522881265031198,0.2029070073810522,1,4.0,5.0,5.0,6.0,11.0,11.0
2369,Spanish,17,220,30,3,0.0689655172413793,8.928571428571427,0.2955665024630542,0.0323682797463204,0.0743298431578597,0.1845147386552422,0,7.0,9.0,6.0,17.0,18.0,18.0
2370,Spanish,17,220,30,13,0.1034482758620689,8.54484126984127,0.2536945812807882,0.0500872004018357,0.0420044284766905,0.1975540863792343,0,4.0,11.0,8.0,4.0,23.0,23.0
2371,Spanish,17,220,30,28,0.0344827586206896,6.422619047619048,0.0,0.019192278478675,0.016069784252435,0.1642240560623999,0,19.0,25.0,19.0,26.0,27.0,27.0
2372,Spanish,17,220,30,29,0.0689655172413793,7.339285714285715,0.1330049261083744,0.0353408732114207,0.0193954322499671,0.1821156787806715,0,7.0,20.0,10.0,11.0,26.0,26.0
2373,Spanish,17,220,30,5,0.0689655172413793,6.431421356421355,0.0689655172413793,0.037993848028498,0.0086926182278313,0.1789162451979568,0,7.0,24.0,12.0,7.0,29.0,29.0
2374,Spanish,17,220,30,21,0.0344827586206896,5.18304473304473,0.0,0.0211485947327456,0.003325647997532,0.1623602766915121,0,19.0,30.0,19.0,19.0,30.0,30.0
2375,Spanish,17,220,30,6,0.0689655172413793,8.211904761904762,0.0689655172413793,0.0351092675891855,0.0682488165616803,0.1810163614610946,0,7.0,14.0,12.0,13.0,19.0,19.0
2376,Spanish,17,220,30,14,0.0344827586206896,6.4210317460317485,0.0,0.0199211410278128,0.0261097267636211,0.1625702827413358,0,19.0,26.0,19.0,24.0,24.0,24.0
2377,Spanish,17,220,30,15,0.1379310344827586,11.383333333333333,0.6379310344827587,0.0603548986850164,0.2554942051481378,0.2188528302970854,0,2.0,2.0,1.0,3.0,4.0,4.0
2378,Spanish,17,220,30,1,0.0344827586206896,8.078571428571431,0.0,0.0178254460184103,0.0977421578218055,0.1663539135816909,0,19.0,15.0,19.0,30.0,15.0,15.0
2379,Spanish,17,220,30,8,0.0689655172413793,9.128571428571428,0.1921182266009852,0.0326605975904703,0.1187113021088922,0.184432924669598,0,7.0,7.0,9.0,16.0,12.0,12.0
2380,Spanish,17,220,30,4,0.0689655172413793,7.896428571428574,0.1330049261083744,0.0349057334648404,0.054812021128434,0.1807901652859667,0,7.0,17.0,10.0,15.0,20.0,20.0
2381,Spanish,17,220,30,11,0.0689655172413793,6.873809523809526,0.0689655172413793,0.0377067825552128,0.0245643298614423,0.1787823526462881,0,7.0,22.0,12.0,8.0,25.0,25.0
2382,Spanish,17,220,30,2,0.0344827586206896,5.534920634920635,0.0,0.0210251158924187,0.0093974958274257,0.1623468861809126,0,19.0,29.0,19.0,20.0,28.0,28.0
2383,Spanish,17,220,30,25,0.0689655172413793,10.64285714285714,0.5172413793103449,0.0309338941686361,0.299111725807594,0.1901486286663749,0,7.0,4.0,3.0,18.0,3.0,3.0
2384,Spanish,17,220,30,10,0.1379310344827586,11.348015873015877,0.4556650246305418,0.0625899434520973,0.43822410014707,0.2235590410822365,0,2.0,3.0,4.0,2.0,2.0,2.0
2385,Spanish,17,220,30,9,0.0344827586206896,7.948015873015871,0.0,0.0182999678499879,0.1676439097968229,0.1668245196441341,0,19.0,16.0,19.0,27.0,10.0,10.0
2386,Spanish,17,220,30,16,0.1724137931034483,12.117857142857142,0.6133004926108374,0.0771063413507418,0.5263818858445692,0.2379475488724283,0,1.0,1.0,2.0,1.0,1.0,1.0
2387,Spanish,17,220,30,12,0.0689655172413793,8.614682539682539,0.0689655172413793,0.0353031686104844,0.1963839748466221,0.1831024011175484,0,7.0,10.0,12.0,12.0,9.0,9.0
2388,Spanish,17,220,30,18,0.0344827586206896,6.627813852813853,0.0,0.0200042598726635,0.0751271813038084,0.1627788794849932,0,19.0,23.0,19.0,23.0,17.0,17.0
2389,Spanish,17,220,30,22,0.1034482758620689,9.781349206349208,0.2561576354679803,0.0491346778628939,0.2551149042715235,0.2030302619544919,0,4.0,6.0,7.0,5.0,5.0,5.0
2390,Spanish,17,220,30,7,0.0689655172413793,7.811147186147187,0.0689655172413793,0.0362769687535636,0.1143257882582788,0.1810288101660919,0,7.0,18.0,12.0,9.0,13.0,13.0
2391,Spanish,17,220,30,27,0.0344827586206896,6.111147186147186,0.0,0.020417355006453,0.0437354972373503,0.1625715251284194,0,19.0,28.0,19.0,21.0,21.0,21.0
2392,Spanish,17,220,30,24,0.0689655172413793,7.811147186147187,0.0689655172413793,0.0362769687535636,0.1143257882582788,0.1810288101660919,0,7.0,18.0,12.0,9.0,13.0,13.0
2393,Spanish,17,220,30,23,0.0344827586206896,6.111147186147187,0.0,0.020417355006453,0.0437354972373503,0.1625715251284194,0,19.0,27.0,19.0,21.0,21.0,21.0
2394,Spanish,17,220,30,26,0.0344827586206896,8.331349206349206,0.0,0.0181084481502257,0.2013695679857885,0.1682633690579245,0,19.0,12.0,19.0,28.0,7.0,7.0
2395,Spanish,17,220,30,17,0.0344827586206896,8.331349206349206,0.0,0.0181084481502257,0.2013695679857885,0.1682633690579245,0,19.0,12.0,19.0,28.0,7.0,7.0
2396,Spanish,17,220,30,30,0.0689655172413793,8.998015873015873,0.0689655172413793,0.0350035598871015,0.2358917309409462,0.1845557835433945,0,7.0,8.0,12.0,14.0,6.0,6.0
2397,Spanish,17,220,30,19,0.0344827586206896,6.881349206349207,0.0,0.0198760925123625,0.0902413191205021,0.1629242113102802,0,19.0,21.0,19.0,25.0,16.0,16.0
2398,Spanish,17,221,26,1,0.08,8.045634920634923,0.5133333333333334,0.0373904381091044,0.1392214577829781,0.1992875482781295,1,8.0,8.0,4.0,15.0,11.0,11.0
2399,Spanish,17,221,26,7,0.12,8.329761904761906,0.53,0.0560184952292895,0.1061745384759508,0.2155691442832017,0,2.0,6.0,3.0,6.0,12.0,12.0
2400,Spanish,17,221,26,16,0.04,6.142063492063495,0.0,0.0216414566123685,0.0440558551350085,0.1778705434872621,0,17.0,17.0,17.0,24.0,18.0,18.0
2401,Spanish,17,221,26,6,0.12,8.07261904761905,0.4766666666666667,0.0563437093848821,0.0726042970023901,0.215397165738808,0,2.0,7.0,6.0,5.0,17.0,17.0
2402,Spanish,17,221,26,14,0.04,5.963095238095239,0.0,0.0217330441692012,0.0301268564663457,0.1778533461111424,0,17.0,20.0,17.0,23.0,20.0,20.0
2403,Spanish,17,221,26,18,0.08,7.195238095238095,0.38,0.0381853376342466,0.0386726673226286,0.1974129418059414,0,8.0,10.0,7.0,14.0,19.0,19.0
2404,Spanish,17,221,26,19,0.08,6.745634920634918,0.3333333333333333,0.0387114958374598,0.0205942192494899,0.1955959848812364,0,8.0,13.0,8.0,13.0,21.0,21.0
2405,Spanish,17,221,26,4,0.08,6.400108225108223,0.28,0.0393254193012146,0.0109570752396766,0.1954106075852831,0,8.0,14.0,10.0,12.0,22.0,22.0
2406,Spanish,17,221,26,3,0.08,6.067604617604615,0.22,0.0402444135972366,0.0058104765547076,0.1953737751375234,0,8.0,19.0,12.0,11.0,23.0,23.0
2407,Spanish,17,221,26,2,0.08,5.686433011433008,0.1533333333333333,0.0417927132821265,0.0030447948875099,0.1951908171389756,0,8.0,21.0,14.0,10.0,24.0,24.0
2408,Spanish,17,221,26,8,0.08,5.159712509712506,0.08,0.0445164882098134,0.0015265234076422,0.1933980601286512,0,8.0,25.0,15.0,8.0,25.0,25.0
2409,Spanish,17,221,26,5,0.04,4.146714396714398,0.0,0.0246888182151882,0.0006335305041161,0.175653441146155,0,17.0,26.0,17.0,17.0,26.0,26.0
2410,Spanish,17,221,26,25,0.12,8.612301587301587,0.56,0.0555829267256407,0.2293563461769399,0.2141701398054612,0,2.0,3.0,2.0,7.0,6.0,6.0
2411,Spanish,17,221,26,23,0.04,6.353210678210679,0.0,0.0215182122659666,0.0951656026479695,0.177730640688531,0,17.0,15.0,17.0,25.0,15.0,15.0
2412,Spanish,17,221,26,21,0.08,8.553210678210677,0.5133333333333334,0.0367852556193179,0.3183797258458696,0.2015471026047325,0,8.0,4.0,4.0,16.0,4.0,4.0
2413,Spanish,17,221,26,10,0.16,9.80321067821068,0.5966666666666667,0.0718419284784978,0.5379688865409806,0.2381648001888365,0,1.0,1.0,1.0,1.0,1.0,1.0
2414,Spanish,17,221,26,9,0.04,6.822990897990897,0.0,0.0210362741225821,0.2232141231979001,0.180130097813865,0,17.0,11.0,17.0,26.0,7.0,7.0
2415,Spanish,17,221,26,24,0.12,8.656324231324232,0.29,0.0570175760272663,0.3948741335189774,0.2193333172241015,0,2.0,2.0,9.0,4.0,2.0,2.0
2416,Spanish,17,221,26,20,0.04,6.252752802752802,0.0,0.0219235430649469,0.1638410344095379,0.1782469524592141,0,17.0,16.0,17.0,22.0,9.0,9.0
2417,Spanish,17,221,26,12,0.12,7.586086136086136,0.1566666666666666,0.0612174054710571,0.2498779589149156,0.2137853776672773,0,2.0,9.0,13.0,2.0,5.0,5.0
2418,Spanish,17,221,26,15,0.04,5.621006771006772,0.0,0.0231148497085182,0.1036791735976401,0.1776921654626147,0,17.0,22.0,17.0,19.0,13.0,13.0
2419,Spanish,17,221,26,13,0.04,5.621006771006772,0.0,0.0231148497085182,0.1036791735976401,0.1776921654626147,0,17.0,22.0,17.0,19.0,13.0,13.0
2420,Spanish,17,221,26,11,0.12,8.40632423132423,0.2266666666666666,0.0579023769909411,0.3600918172783057,0.2175016316626855,0,2.0,5.0,11.0,3.0,3.0,3.0
2421,Spanish,17,221,26,17,0.08,6.786086136086136,0.08,0.0423921598941899,0.180480417496874,0.1956516621101559,0,8.0,12.0,15.0,9.0,8.0,8.0
2422,Spanish,17,221,26,22,0.04,5.287673437673438,0.0,0.0237865635712025,0.074884863483261,0.1758787961546927,0,17.0,24.0,17.0,18.0,16.0,16.0
2423,Spanish,17,221,26,26,0.04,6.119419469419469,0.0,0.022174248769222,0.1494092321140748,0.1780637852973901,0,17.0,18.0,17.0,21.0,10.0,10.0
2424,Spanish,17,222,30,1,0.1034482758620689,9.445238095238096,0.1970443349753694,0.0504997564600301,0.1913599446577461,0.1993928210991052,0,4.0,9.0,9.0,5.0,9.0,9.0
2425,Spanish,17,222,30,25,0.0344827586206896,7.022619047619052,0.0,0.019307885607464,0.0738023598591106,0.1643639644748786,0,18.0,23.0,18.0,25.0,20.0,20.0
2426,Spanish,17,222,30,29,0.1034482758620689,10.833333333333332,0.3054187192118227,0.0473379836997455,0.3356695048092227,0.2047051907683327,1,4.0,2.0,7.0,7.0,2.0,2.0
2427,Spanish,17,222,30,23,0.0689655172413793,7.689285714285719,0.0689655172413793,0.0368811436122411,0.0866978387890421,0.1806125565049112,0,8.0,18.0,13.0,9.0,18.0,18.0
2428,Spanish,17,222,30,6,0.0344827586206896,6.067857142857146,0.0,0.0206748610394147,0.0334367700041769,0.1624859431771978,0,18.0,27.0,18.0,19.0,27.0,27.0
2429,Spanish,17,222,30,13,0.0344827586206896,7.861904761904765,0.0,0.0184128151007306,0.1294597309358792,0.1648951834753692,0,18.0,16.0,18.0,29.0,11.0,11.0
2430,Spanish,17,222,30,27,0.1724137931034483,12.933333333333335,0.7906403940886699,0.0728234581139692,0.5495189743723418,0.2385175432213114,0,1.0,1.0,1.0,1.0,1.0,1.0
2431,Spanish,17,222,30,10,0.0344827586206896,8.866666666666665,0.0,0.0173795910081509,0.2119377290996011,0.1682764120395807,0,18.0,10.0,18.0,30.0,8.0,8.0
2432,Spanish,17,222,30,22,0.0689655172413793,10.33333333333333,0.3399014778325123,0.03119039853411,0.2732959741667232,0.1880798271892718,0,8.0,6.0,4.0,15.0,5.0,5.0
2433,Spanish,17,222,30,21,0.1034482758620689,9.576190476190474,0.3054187192118227,0.0487455998959543,0.1590910865398857,0.1980342641481737,0,4.0,8.0,7.0,6.0,10.0,10.0
2434,Spanish,17,222,30,26,0.0344827586206896,7.139285714285718,0.0,0.0188108075259591,0.061358245067122,0.1642281104897738,0,18.0,22.0,18.0,26.0,21.0,21.0
2435,Spanish,17,222,30,2,0.0689655172413793,8.305952380952384,0.1921182266009852,0.0341156732215264,0.0778411297918909,0.1837881514981285,0,8.0,12.0,10.0,14.0,19.0,19.0
2436,Spanish,17,222,30,5,0.1034482758620689,7.762301587301589,0.1354679802955665,0.0540188553792881,0.0427364885627579,0.1956004454387122,0,4.0,17.0,11.0,4.0,23.0,23.0
2437,Spanish,17,222,30,7,0.0344827586206896,5.926984126984126,0.0,0.0203048656955672,0.0164828847247688,0.1639847363484374,0,18.0,28.0,18.0,22.0,29.0,29.0
2438,Spanish,17,222,30,17,0.0344827586206896,5.926984126984126,0.0,0.0203048656955672,0.0164828847247688,0.1639847363484374,0,18.0,28.0,18.0,22.0,29.0,29.0
2439,Spanish,17,222,30,30,0.0689655172413793,10.633333333333333,0.3793103448275862,0.0309097215402937,0.302667612642041,0.1899427344425853,0,8.0,3.0,2.0,17.0,3.0,3.0
2440,Spanish,17,222,30,28,0.1379310344827586,10.519047619047615,0.3669950738916256,0.0636730739481458,0.2352409601568241,0.2166633919381967,0,2.0,5.0,3.0,3.0,6.0,6.0
2441,Spanish,17,222,30,15,0.0344827586206896,7.538095238095239,0.0,0.0185301305321428,0.0907298835424399,0.1660910177430873,0,18.0,19.0,18.0,28.0,16.0,16.0
2442,Spanish,17,222,30,18,0.0689655172413793,8.454761904761902,0.1330049261083744,0.0344170500849625,0.1099435079472272,0.1839967540942396,0,8.0,11.0,12.0,13.0,12.0,12.0
2443,Spanish,17,222,30,9,0.0689655172413793,7.18888888888889,0.0689655172413793,0.0373819244679414,0.0498152037620828,0.1790574008453067,0,8.0,21.0,13.0,8.0,22.0,22.0
2444,Spanish,17,222,30,11,0.0344827586206896,5.740873015873016,0.0,0.0208869195528196,0.0192136244047873,0.1623304316912349,0,18.0,30.0,18.0,18.0,28.0,28.0
2445,Spanish,17,222,30,3,0.0689655172413793,8.204761904761904,0.0689655172413793,0.0356635160019126,0.1065855259229456,0.1823570537344423,0,8.0,13.0,13.0,12.0,13.0,13.0
2446,Spanish,17,222,30,8,0.0344827586206896,6.388888888888891,0.0,0.0201573920822401,0.041109233721346,0.1626603900838693,0,18.0,24.0,18.0,24.0,24.0,24.0
2447,Spanish,17,222,30,19,0.0689655172413793,10.55,0.3399014778325123,0.0311619782794243,0.3012390025630951,0.1899256512974792,0,8.0,4.0,4.0,16.0,4.0,4.0
2448,Spanish,17,222,30,4,0.1379310344827586,10.32857142857143,0.3152709359605911,0.0648600362939798,0.2315430649725335,0.2164925560388553,0,2.0,7.0,6.0,2.0,7.0,7.0
2449,Spanish,17,222,30,16,0.0344827586206896,7.413095238095237,0.0,0.0187823872712734,0.0893012734634939,0.1660739345979812,0,18.0,20.0,18.0,27.0,17.0,17.0
2450,Spanish,17,222,30,20,0.0689655172413793,8.079761904761904,0.0689655172413793,0.0360584476364197,0.104905863751959,0.1823397981606924,0,8.0,14.0,13.0,10.0,14.0,14.0
2451,Spanish,17,222,30,24,0.0344827586206896,6.299999999999999,0.0,0.0203252070411523,0.0404600030681046,0.1626586649308835,0,18.0,25.0,18.0,20.0,25.0,25.0
2452,Spanish,17,222,30,12,0.0689655172413793,8.079761904761904,0.0689655172413793,0.0360584476364197,0.104905863751959,0.1823397981606924,0,8.0,14.0,13.0,10.0,14.0,14.0
2453,Spanish,17,222,30,14,0.0344827586206896,6.299999999999999,0.0,0.0203252070411523,0.0404600030681046,0.1626586649308835,0,18.0,25.0,18.0,20.0,25.0,25.0
2454,Spanish,17,225,36,20,0.1142857142857142,14.216666666666669,0.5294117647058824,0.0499303185116716,0.2317047807365604,0.2041480518434417,1,2.0,3.0,3.0,3.0,5.0,5.0
2455,Spanish,17,225,36,36,0.0857142857142857,11.602380952380946,0.1647058823529411,0.0410898913649377,0.1043545046366853,0.1818161059753723,0,5.0,9.0,7.0,7.0,14.0,14.0
2456,Spanish,17,225,36,28,0.0571428571428571,9.288095238095236,0.0571428571428571,0.0302935936022574,0.0400698305079244,0.1630869443884091,0,9.0,20.0,14.0,13.0,26.0,26.0
2457,Spanish,17,225,36,35,0.0285714285714285,7.338888888888893,0.0,0.0170418334593385,0.0136107994516873,0.1465582129096467,0,20.0,33.0,20.0,24.0,33.0,33.0
2458,Spanish,17,225,36,13,0.0285714285714285,8.621428571428574,0.0,0.0158084324510859,0.0354465173994612,0.1484311243211387,0,20.0,27.0,20.0,29.0,27.0,27.0
2459,Spanish,17,225,36,12,0.1142857142857142,12.652380952380945,0.3109243697478991,0.0524508404621534,0.1266347581892245,0.1987851730067677,0,2.0,5.0,4.0,2.0,11.0,11.0
2460,Spanish,17,225,36,17,0.0285714285714285,9.088095238095235,0.0,0.0153119527718843,0.0430148622845219,0.150128028709093,0,20.0,22.0,20.0,31.0,24.0,24.0
2461,Spanish,17,225,36,3,0.0571428571428571,10.0047619047619,0.1109243697478991,0.0284997297422486,0.0494671206279482,0.1662797892121562,0,9.0,16.0,11.0,16.0,21.0,21.0
2462,Spanish,17,225,36,14,0.0571428571428571,8.412698412698417,0.0571428571428571,0.0310316105466396,0.0189947950792986,0.1615176238907629,0,9.0,28.0,14.0,10.0,30.0,30.0
2463,Spanish,17,225,36,15,0.0285714285714285,6.753968253968256,0.0,0.0173544436370309,0.0064522583434263,0.1464012828302968,0,20.0,35.0,20.0,21.0,35.0,35.0
2464,Spanish,17,225,36,10,0.0571428571428571,9.7547619047619,0.0571428571428571,0.0295162753668593,0.0486254554495982,0.1648009887551573,0,9.0,18.0,14.0,15.0,22.0,22.0
2465,Spanish,17,225,36,23,0.0285714285714285,7.612698412698417,0.0,0.016711645490649,0.0165171079919599,0.1467296163693199,0,20.0,30.0,20.0,25.0,31.0,31.0
2466,Spanish,17,225,36,22,0.0285714285714285,10.019047619047614,0.0,0.0147771806807027,0.0787033671864145,0.1506643063490262,0,20.0,15.0,20.0,32.0,19.0,19.0
2467,Spanish,17,225,36,25,0.1142857142857142,15.016666666666667,0.6504201680672269,0.0490181920800434,0.3724547416319049,0.2077202329533736,0,2.0,2.0,1.0,4.0,2.0,2.0
2468,Spanish,17,225,36,27,0.0285714285714285,10.48333333333333,0.0,0.0145829919347695,0.1265100441921402,0.1510215191455784,0,20.0,14.0,20.0,36.0,12.0,12.0
2469,Spanish,17,225,36,1,0.0571428571428571,11.616666666666664,0.2084033613445378,0.0264691152242706,0.145920771664093,0.1673468375617561,0,9.0,8.0,6.0,19.0,10.0,10.0
2470,Spanish,17,225,36,21,0.0571428571428571,9.869047619047617,0.161344537815126,0.0279679637260853,0.0571463929636555,0.1632532259158663,0,9.0,17.0,9.0,17.0,20.0,20.0
2471,Spanish,17,225,36,26,0.0571428571428571,8.657142857142858,0.1109243697478991,0.0295327484370571,0.0223220043570079,0.1626903458034991,0,9.0,26.0,11.0,14.0,29.0,29.0
2472,Spanish,17,225,36,31,0.0571428571428571,7.584126984126987,0.0571428571428571,0.0317184810068609,0.0085709332208883,0.1611550573712473,0,9.0,31.0,14.0,9.0,34.0,34.0
2473,Spanish,17,225,36,32,0.0285714285714285,6.185714285714287,0.0,0.017646625147556,0.0029112768850552,0.1463650273873214,0,20.0,36.0,20.0,20.0,36.0,36.0
2474,Spanish,17,225,36,33,0.1999999999999999,16.21666666666667,0.6453781512605042,0.0872632991257096,0.5923989922908542,0.2521916492693479,0,1.0,1.0,2.0,1.0,1.0,1.0
2475,Spanish,17,225,36,18,0.0285714285714285,10.76904761904762,0.0,0.0147625613344461,0.2012158995507471,0.1554686370369861,0,20.0,11.0,20.0,33.0,7.0,7.0
2476,Spanish,17,225,36,11,0.0857142857142857,12.102380952380956,0.1126050420168067,0.0421461140146042,0.2615709427965124,0.1852229827653082,0,5.0,6.0,10.0,6.0,4.0,4.0
2477,Spanish,17,225,36,7,0.0285714285714285,8.888095238095236,0.0,0.0161084925229499,0.0888457764411782,0.1487718031742944,0,20.0,23.0,20.0,27.0,17.0,17.0
2478,Spanish,17,225,36,8,0.0285714285714285,8.888095238095236,0.0,0.0161084925229499,0.0888457764411782,0.1487718031742944,0,20.0,23.0,20.0,27.0,17.0,17.0
2479,Spanish,17,225,36,9,0.0285714285714285,10.76904761904762,0.0,0.0147625613344461,0.2012158995507471,0.1554686370369861,0,20.0,11.0,20.0,33.0,7.0,7.0
2480,Spanish,17,225,36,2,0.0285714285714285,10.76904761904762,0.0,0.0147625613344461,0.2012158995507471,0.1554686370369861,0,20.0,11.0,20.0,33.0,7.0,7.0
2481,Spanish,17,225,36,30,0.0571428571428571,11.685714285714289,0.1109243697478991,0.0277337809316314,0.231393421173631,0.1716748866553352,0,9.0,7.0,11.0,18.0,6.0,6.0
2482,Spanish,17,225,36,19,0.0571428571428571,9.438095238095237,0.0571428571428571,0.0305216713869985,0.0888457764411802,0.1620625707578554,0,9.0,19.0,14.0,12.0,16.0,16.0
2483,Spanish,17,225,36,24,0.0285714285714285,7.455555555555557,0.0,0.0171378862638519,0.0301775216228839,0.1464557719455828,0,20.0,32.0,20.0,23.0,28.0,28.0
2484,Spanish,17,225,36,34,0.0857142857142857,12.735714285714288,0.2588235294117647,0.0399000737647221,0.2750117159008175,0.1883984375806733,0,5.0,4.0,5.0,8.0,3.0,3.0
2485,Spanish,17,225,36,16,0.0285714285714285,9.23809523809524,0.0,0.0154722021388645,0.0934110359240715,0.1490893477468195,0,20.0,21.0,20.0,30.0,15.0,15.0
2486,Spanish,17,225,36,4,0.0857142857142857,10.821428571428571,0.1647058823529411,0.042308057739267,0.1238519284858923,0.1802088406919336,0,5.0,10.0,7.0,5.0,13.0,13.0
2487,Spanish,17,225,36,5,0.0285714285714285,8.112698412698414,0.0,0.0161533352428283,0.0420676765353698,0.1482703959599235,0,20.0,29.0,20.0,26.0,25.0,25.0
2488,Spanish,17,225,36,6,0.0571428571428571,8.77936507936508,0.0571428571428571,0.0308334869616125,0.0475539109801788,0.1629245924369408,0,9.0,25.0,14.0,11.0,23.0,23.0
2489,Spanish,17,225,36,29,0.0285714285714285,6.9753968253968255,0.0,0.0172715577365684,0.0161521687516974,0.1465419784424645,0,20.0,34.0,20.0,22.0,32.0,32.0
2490,Spanish,17,227,18,5,0.2352941176470588,8.616666666666665,0.7647058823529411,0.1024609758122218,0.5602211794922838,0.2853031112999115,1,1.0,1.0,1.0,1.0,1.0,1.0
2491,Spanish,17,227,18,1,0.1176470588235294,7.016666666666668,0.3088235294117647,0.0552386875802545,0.3381738465839644,0.2428619927935214,0,5.0,4.0,5.0,9.0,3.0,3.0
2492,Spanish,17,227,18,17,0.1764705882352941,6.492857142857145,0.2279411764705882,0.0886993889245846,0.2289935955167967,0.2558947489242174,0,2.0,7.0,7.0,3.0,7.0,7.0
2493,Spanish,17,227,18,2,0.0588235294117647,4.736904761904762,0.0,0.0334652846084703,0.0981217105923944,0.2143316973159232,0,12.0,14.0,12.0,15.0,13.0,13.0
2494,Spanish,17,227,18,9,0.0588235294117647,4.736904761904762,0.0,0.0334652846084703,0.0981217105923944,0.2143316973159232,0,12.0,14.0,12.0,15.0,13.0,13.0
2495,Spanish,17,227,18,11,0.1176470588235294,6.516666666666667,0.1176470588235294,0.0582233057377339,0.2940402214776778,0.2385320631394065,0,5.0,6.0,10.0,7.0,5.0,5.0
2496,Spanish,17,227,18,13,0.0588235294117647,4.892857142857144,0.0,0.0330777924387499,0.1259947564993497,0.2125954248644516,0,12.0,13.0,12.0,17.0,11.0,11.0
